,original_text,refined_text,label
906,"b'Gambro AB, the world #39;s No. 2 operator of dialysis centers, agreed to sell its US clinics to DaVita Inc., for \\$3.1 billion in cash.'","Gambro AB, the world's second-largest operator of dialysis centers, has agreed to sell its US clinics to DaVita Inc. for $3.1 billion in cash. 
",2
907,"b'well, sort of very own -t. Louis Cardinals are in the World Series against the Boston Red Sox. (How did that happen?). Having been a Cardinals '","The St. Louis Cardinals are playing the Boston Red Sox in the World Series. It is surprising that the Cardinals made it to the World Series. The author is a Cardinals fan. 
",1
908,b'Eurozone economy is still unable to outperform the US as the reports of its headliners - France and Germany -how decline for the whole zone of 12 nations that share the euro.',"The Eurozone economy is struggling to match the performance of the United States. This is despite the fact that some of its leading members, such as France and Germany, are reporting economic decline. The situation is impacting all 12 countries that share the Euro currency. 
",2
909,"b"" MOSCOW (Reuters) - Russia said on Friday it would go ahead  and sell Yuganskneftegaz, the main oil production unit of  YUKOS, despite a U.S. bankruptcy court order that seeks to halt  Sunday's auction for at least 10 days.""","Russia announced its intention to proceed with the sale of Yuganskneftegaz, the primary oil production unit of YUKOS, despite a U.S. bankruptcy court order to delay the auction for at least ten days. 
",2
910,b'TORONTO (CP) - The Toronto stock market was sent higher Friday morning by improvements in energy stocks as a two-day slide in oil prices skidded to a stop and signs of strong economic growth.',"The Toronto stock market rose on Friday morning due to gains in energy stocks. This increase followed a two-day decline in oil prices, which halted. The rise in energy stocks was attributed to signs of robust economic growth. 
",2
911,"b'Version 6 of BladeLogic Operations Manager allows data center managers to make provisioning, change and compliance actions based on the services a company needs.'","BladeLogic Operations Manager version 6 enables data center managers to automate provisioning, change management, and compliance actions based on the specific service requirements of a company. 
",3
912,b'It was once as chic as a Walkman the size of a house brick and as tricky to work out as a Rubik #39;s cube - but the end appears nigh for the humble videotape recorder.',"The videotape recorder, once a fashionable item like a large Walkman and complex to use like a Rubik's cube, is approaching its end. 
",3
913,"b"" BLOOMFIELD HILLS, Michigan (Reuters) - Masters champion  Phil Mickelson defended his commitment to the U.S. Ryder Cup  cause on Wednesday as scrutiny over his decision to switch  equipment before golf's biggest team event intensified.""","Phil Mickelson, winner of the Masters Tournament, defended his decision to change his golf equipment before the Ryder Cup. This decision has been the subject of much discussion and attention. Mickelson emphasized his dedication to the United States Ryder Cup team. 
",1
914,b'Reuters - Colgate-Palmolive Co.  on Monday\\warned that second-half earnings will fall well short of Wall\\Street forecasts due to higher marketing spending.',"Colgate-Palmolive Company announced on Monday that their earnings for the second half of the year will be lower than Wall Street's expectations. This is because the company plans to increase its marketing spending. 
",2
915,"b""Russia's first race hate murder trial ends in long jail terms for three men who killed an African medical student.""","Three men were sentenced to lengthy prison terms in Russia for the murder of an African medical student. This was the country's first trial for a hate crime based on race. 
",0
916,"b'This being the age to poach customers using rivals #39; operating systems, Microsoft Corp has announced financial incentives along with tools and support to persuade users to abandon Novell Corp #39;s NetWare for Windows Server 2003.'","Microsoft Corporation has announced financial incentives, tools, and support to encourage users to switch from Novell Corporation's NetWare operating system to Windows Server 2003. This initiative reflects the competitive landscape where companies actively seek to attract customers by leveraging their rivals' operating systems. 
",3
917,"b'ARLINGTON, Texas -- All of a sudden, the Indians #39; prolific offense has been reduced to shambles. And, remember phenom left-hander Cliff Lee, who won 10 games before the All-Star break? He #39;s seemingly forgotten how to pitch. '","The Cleveland Indians' previously potent offense has significantly weakened. Additionally, pitcher Cliff Lee, who won 10 games before the All-Star break, has experienced a decline in his performance. 
",1
918,"b""State and federal investigators said a day treatment center in Ashland for disabled people overcharged the government Medicaid program by exaggerating clients' disabilities to earn bigger payments.""","Investigators from both the state and federal governments have alleged that a day treatment center in Ashland, dedicated to serving disabled individuals, has overcharged the Medicaid program. They claim the center inflated the severity of clients' disabilities to justify receiving higher reimbursements. 
",2
919,"b'Has the economy #39;s  #39;soft patch #39; passed? Is inflation about to pop? The bond market doesn #39;t think so. By Mark Gongloff, CNN/Money senior writer.'","The bond market is suggesting that the economy's recent slowdown might not be over and inflation could still be a concern. 
",2
920,"b""It's getting harder to shrink chips, but Samsung has prototypes that show that the relentless pace of the industry continues.""","The ongoing miniaturization of computer chips is becoming increasingly difficult. However, Samsung has developed prototypes that demonstrate the industry's continued drive to advance chip technology. 
",3
